Symbol,Sector,Current_Price,Accumulation_Score,Bullish_Probability,Volume_Accumulation,Consolidation_Periods,Technical_Signals,Breakout_Signals,Current_RSI,Price_vs_200MA,Volume_Ratio,Bullish_Engulfing,Bearish_Engulfing,Hammer_Pattern,Doji_Pattern,Data_Years
GRANULES.NS,UNKNOWN,502.45001220703125,0.612,0.5,0.372,0,25,68,49.64,28.03,1.12,40,65,16,144,20.1
BANCOINDIA.NS,UNKNOWN,664.7000122070312,0.626,0.25,0.422,0,33,58,70.13,189.23,0.54,46,64,19,124,18.7
SBIN.NS,BANKING,829.0,0.795,0.5,0.448,4,31,51,62.23,34.78,1.04,27,76,21,115,20.1
COROMANDEL.NS,UNKNOWN,2340.7802734375,0.698,0.5,0.527,1,20,56,62.36,91.46,0.54,48,78,26,138,20.1
CUMMINSIND.NS,UNKNOWN,3551.300048828125,0.672,0.5,0.44,1,21,74,64.2,72.38,0.8,44,89,21,116,20.1
ESCORTS.NS,AUTO,3410.89990234375,0.629,0.5,0.431,0,32,76,53.77,30.79,0.59,25,59,29,100,20.1
CONCOR.NS,UNKNOWN,621.0499877929688,0.664,0.25,0.414,1,33,34,50.7,-12.89,0.42,37,74,18,134,20.1
HDFCBANK.NS,BANKING,1986.9000244140625,0.802,0.5,0.473,4,17,57,66.54,27.58,0.68,51,51,26,101,20.1
DCBBANK.NS,UNKNOWN,147.89999389648438,0.632,0.5,0.439,0,35,41,66.73,34.0,0.9,27,69,21,98,18.8
DRREDDY.NS,PHARMA,1263.0999755859375,0.828,0.5,0.428,6,22,52,52.87,19.8,0.45,45,73,21,120,20.1
3MINDIA.NS,UNKNOWN,30000.0,0.708,0.5,0.425,2,38,56,52.34,9.75,0.89,51,52,21,151,20.1
ULTRACEMCO.NS,UNKNOWN,12495.0,0.835,0.5,0.451,5,28,61,61.37,42.81,0.53,47,69,24,120,20.1
CHAMBLFERT.NS,UNKNOWN,554.9000244140625,0.629,0.5,0.431,0,31,55,47.52,44.86,0.46,50,62,17,131,20.1
WIPRO.NS,TECH,260.6000061035156,0.824,0.5,0.412,5,32,42,48.99,8.67,0.74,41,61,25,112,20.1
GESHIP.NS,UNKNOWN,995.1500244140625,0.623,0.5,0.411,0,24,44,53.56,36.15,0.35,41,64,12,126,20.1
NMDC.NS,METALS,69.55999755859375,0.658,0.5,0.393,1,34,37,52.23,38.28,1.04,32,63,26,91,17.4
DEEPAKNTR.NS,CHEMICALS,1960.199951171875,0.665,0.25,0.415,1,12,71,42.27,-11.13,0.28,28,42,16,102,14.9
POWERGRID.NS,ENERGY,296.6000061035156,0.832,0.5,0.439,11,18,31,50.72,40.76,0.46,42,56,17,107,17.9
AFFLE.NS,UNKNOWN,1942.4000244140625,0.543,0.5,0.478,0,5,21,63.38,54.2,0.48,7,22,3,26,6.0
GARFIBRES.NS,UNKNOWN,945.5499877929688,0.697,0.5,0.391,2,18,66,61.58,36.15,0.72,48,60,20,137,20.1
BRIGADE.NS,REALTY,1131.800048828125,0.61,0.5,0.366,0,47,42,52.89,47.68,1.13,45,62,7,119,17.6
BANKBARODA.NS,BANKING,246.52000427246094,0.638,0.5,0.459,0,27,57,58.36,39.9,0.64,30,68,26,99,20.1
SHREECEM.NS,UNKNOWN,30845.0,0.701,0.75,0.404,2,30,64,57.73,21.58,0.35,65,49,14,122,20.1
CARBORUNIV.NS,UNKNOWN,994.7000122070312,0.622,0.25,0.407,0,33,42,44.08,-7.53,0.64,49,50,21,156,20.1
JISLJALEQS.NS,UNKNOWN,54.599998474121094,0.611,0.5,0.371,0,38,49,43.59,6.78,0.41,38,77,19,119,20.1
BIRLACORPN.NS,UNKNOWN,1419.199951171875,0.627,0.5,0.423,0,33,47,62.99,18.6,0.45,38,62,22,147,20.1
IIFL.NS,UNKNOWN,527.0,0.649,0.25,0.497,0,28,64,73.22,23.12,0.43,47,67,19,115,20.1
DIVISLAB.NS,PHARMA,6790.5,0.809,0.5,0.498,4,26,94,66.16,57.4,0.8,46,74,30,129,20.1
ASTRAZEN.NS,UNKNOWN,9362.0,0.669,0.5,0.43,1,21,50,59.76,94.66,0.71,39,43,17,113,20.1
ANANTRAJ.NS,UNKNOWN,600.677001953125,0.619,0.75,0.396,0,30,67,55.41,109.73,1.88,32,61,18,83,18.9
JINDALSTEL.NS,METALS,950.4500122070312,0.625,0.5,0.418,0,33,68,53.84,40.93,0.74,48,64,22,111,20.1
HEIDELBERG.NS,UNKNOWN,212.25,0.694,0.75,0.38,2,31,38,56.24,11.38,1.77,44,66,19,134,20.1
NAVINFLUOR.NS,UNKNOWN,4968.39990234375,0.679,0.5,0.463,1,28,65,69.07,27.01,0.38,47,58,12,95,18.2
CYIENT.NS,ITSERVICES,1296.4000244140625,0.603,0.25,0.343,0,37,46,44.67,-1.66,0.48,35,58,18,117,19.1
HCLTECH.NS,TECH,1531.9000244140625,0.787,0.75,0.423,4,15,64,42.27,22.16,1.97,40,67,25,126,20.1
CHOLAFIN.NS,UNKNOWN,1564.300048828125,0.631,0.5,0.435,0,28,65,55.18,50.72,0.87,51,58,15,126,20.1
HOMEFIRST.NS,UNKNOWN,1393.0,0.487,0.5,0.424,0,3,7,63.67,56.46,0.7,8,11,4,28,4.5
NAUKRI.NS,UNKNOWN,1379.300048828125,0.63,0.5,0.433,0,30,50,44.76,27.16,1.02,51,52,26,135,18.7
DCMSHRIRAM.NS,UNKNOWN,1406.300048828125,0.621,0.25,0.405,0,30,50,72.55,42.12,0.89,41,69,16,118,20.1
KOTAKBANK.NS,BANKING,2168.300048828125,0.835,0.5,0.449,6,22,60,58.86,17.39,0.51,44,51,31,113,20.1
INDUSINDBK.NS,BANKING,865.0999755859375,0.853,0.25,0.509,5,39,68,48.06,-24.82,0.26,40,58,22,103,20.1
ENDURANCE.NS,UNKNOWN,2700.0,0.657,0.5,0.525,0,15,20,66.74,52.45,0.4,25,29,6,47,8.8
GRINDWELL.NS,UNKNOWN,1791.0855712890625,0.658,0.25,0.394,1,19,51,51.29,-8.62,0.71,45,57,19,141,18.9
FINEORG.NS,UNKNOWN,5431.89990234375,0.591,0.5,0.37,1,7,17,67.37,15.89,0.82,13,25,9,51,7.1
AUBANK.NS,UNKNOWN,796.9500122070312,0.689,0.25,0.496,1,11,15,71.13,23.43,0.53,19,27,9,52,8.1
COCHINSHIP.NS,UNKNOWN,1912.5999755859375,0.731,0.5,0.37,3,12,27,54.68,141.1,0.19,11,28,7,46,8.0
EIHOTEL.NS,UNKNOWN,384.5,0.621,0.5,0.405,0,33,43,54.16,47.05,0.72,42,50,13,133,20.1
JAMNAAUTO.NS,UNKNOWN,96.77999877929688,0.659,0.5,0.397,1,19,43,57.75,-7.85,0.81,41,38,18,93,14.7
ADANIPORTS.NS,UNKNOWN,1452.5,0.642,0.5,0.473,0,23,45,61.53,48.17,0.43,33,62,18,101,17.7
INDIGO.NS,UNKNOWN,5796.5,0.594,0.5,0.445,0,8,30,63.96,91.39,0.6,26,29,8,49,9.7
INDOCO.NS,UNKNOWN,338.95001220703125,0.625,0.5,0.416,0,35,38,64.91,-1.38,1.49,39,55,18,127,20.1
TVSMOTOR.NS,AUTO,2878.800048828125,0.676,0.5,0.453,1,22,89,60.11,80.08,0.83,52,76,20,110,20.1
SBILIFE.NS,UNKNOWN,1802.800048828125,0.692,0.5,0.44,2,9,16,60.42,32.55,0.73,15,20,6,38,7.8
ASTRAL.NS,UNKNOWN,1505.0999755859375,0.639,0.25,0.465,0,31,61,51.78,-10.68,0.53,34,52,24,126,18.4
DTIL.NS,UNKNOWN,194.5,0.584,0.25,0.28,0,17,16,46.6,-12.83,0.55,16,30,5,77,10.5
NATIONALUM.NS,METALS,189.1199951171875,0.609,0.5,0.364,0,39,54,52.97,56.57,0.36,41,78,16,122,20.1
BAJFINANCE.NS,UNKNOWN,923.2999877929688,0.679,0.5,0.464,1,35,105,59.49,29.23,0.39,46,58,35,109,20.1
PAGEIND.NS,UNKNOWN,47285.0,0.702,0.5,0.406,2,11,79,56.76,16.63,0.82,39,64,23,119,18.4
INOXLEISUR.NS,UNKNOWN,508.8500061035156,0.599,0.75,0.329,0,29,31,50.66,36.82,0.0,48,47,15,97,17.2
ENGINERSIN.NS,UNKNOWN,240.00999450683594,0.612,0.5,0.374,0,40,49,66.13,78.06,0.4,36,80,13,133,20.1
APARINDS.NS,UNKNOWN,8859.5,0.615,0.5,0.384,0,30,60,61.78,99.55,0.36,50,52,21,156,20.1
METROPOLIS.NS,UNKNOWN,1961.9000244140625,0.603,0.75,0.342,0,10,8,63.79,8.66,3.89,13,27,4,38,6.3
SRF.NS,CHEMICALS,3202.5,0.664,0.5,0.413,1,26,86,65.53,31.51,0.41,46,75,21,128,20.1
TITAN.NS,UNKNOWN,3433.300048828125,0.726,0.5,0.487,2,19,85,50.66,16.1,0.61,45,74,21,118,20.1
ITC.NS,FMCG,423.95001220703125,0.842,0.5,0.473,8,19,73,51.37,17.92,0.38,37,67,29,131,20.1
APLLTD.NS,UNKNOWN,1036.0,0.703,0.5,0.411,2,19,41,57.79,30.18,0.58,29,38,15,113,13.9
GULFOILLUB.NS,UNKNOWN,1252.9000244140625,0.656,0.75,0.388,1,16,19,56.41,76.86,0.52,31,26,7,71,11.0
HINDZINC.NS,UNKNOWN,437.1000061035156,0.745,0.5,0.416,3,21,43,48.52,33.01,0.43,25,67,13,116,20.1
ONGC.NS,ENERGY,243.8699951171875,0.737,0.5,0.391,3,25,37,49.52,32.13,0.46,30,76,22,103,20.1
DBL.NS,UNKNOWN,497.45001220703125,0.624,0.5,0.412,0,19,22,54.14,35.94,0.33,11,32,6,48,9.0
BDL.NS,UNKNOWN,1742.9000244140625,0.63,0.75,0.433,0,11,25,57.74,129.73,0.38,24,14,2,33,7.4
KANSAINER.NS,UNKNOWN,249.75,0.784,0.25,0.414,4,37,36,50.0,-14.42,0.55,41,64,19,130,20.1
GICRE.NS,UNKNOWN,386.8500061035156,0.621,0.5,0.269,1,16,15,46.88,57.12,1.0,13,24,5,49,7.8
GILLETTE.NS,UNKNOWN,11140.0,0.808,0.5,0.361,6,30,53,71.21,76.62,1.32,41,53,30,143,20.1
LALPATHLAB.NS,UNKNOWN,2982.300048828125,0.673,0.5,0.443,1,11,23,58.03,15.37,0.62,21,35,3,69,9.6
IRCON.NS,UNKNOWN,189.77999877929688,0.574,0.5,0.314,1,7,19,50.91,50.54,0.28,12,23,1,35,6.8
TORNTPOWER.NS,UNKNOWN,1385.800048828125,0.606,0.5,0.354,0,27,50,45.85,51.78,0.49,40,71,11,129,18.7
ICICIPRULI.NS,UNKNOWN,642.9000244140625,0.625,0.75,0.415,0,12,14,53.93,13.81,1.99,17,32,9,41,8.8
GLENMARK.NS,PHARMA,2226.699951171875,0.648,0.5,0.493,0,37,62,79.77,155.56,1.96,47,73,18,124,20.1
JSWSTEEL.NS,METALS,1034.199951171875,0.666,0.5,0.42,1,22,77,56.95,31.57,0.56,52,57,22,97,20.1
IGL.NS,UNKNOWN,219.05999755859375,0.62,0.5,0.399,0,24,59,56.4,4.6,0.42,40,75,13,124,20.1
DISHTV.NS,UNKNOWN,5.880000114440918,0.62,0.25,0.401,0,46,19,42.46,-60.61,0.32,33,58,20,109,18.3
SYNGENE.NS,UNKNOWN,670.4000244140625,0.644,0.25,0.345,1,13,19,47.12,-1.32,1.14,18,44,8,71,10.0
CREDITACC.NS,UNKNOWN,1288.5999755859375,0.632,0.5,0.44,0,12,17,61.87,17.77,0.27,10,22,11,37,6.9
MRF.NS,UNKNOWN,150306.0,0.842,0.25,0.473,7,33,70,70.28,43.79,0.92,32,81,17,116,20.1
JKCEMENT.NS,UNKNOWN,6430.5,0.654,0.25,0.513,0,33,62,71.04,78.36,0.41,44,55,14,144,19.4
JKLAKSHMI.NS,UNKNOWN,1001.0,0.625,0.5,0.417,0,40,59,68.68,43.89,1.05,40,61,10,97,19.2
GODREJCP.NS,FMCG,1278.199951171875,0.669,0.5,0.428,1,19,45,58.49,23.68,0.53,47,82,24,122,20.1
GLAND.NS,UNKNOWN,2007.699951171875,0.444,0.5,0.412,0,15,2,72.15,-0.75,2.68,10,9,3,21,4.7
DABUR.NS,FMCG,523.4500122070312,0.836,0.25,0.452,7,17,37,59.8,-2.17,0.57,58,77,25,121,20.1
MARICO.NS,FMCG,733.2999877929688,0.788,0.5,0.427,4,22,32,61.93,32.35,0.48,45,70,24,152,20.1
BLUESTARCO.NS,UNKNOWN,1873.5999755859375,0.611,0.5,0.369,0,41,64,54.41,77.23,0.57,52,57,14,134,20.1
IEX.NS,UNKNOWN,205.75,0.702,0.5,0.408,2,11,21,61.3,22.89,0.44,7,27,6,47,7.8
RBLBANK.NS,UNKNOWN,268.3599853515625,0.691,0.25,0.504,1,21,13,80.09,45.91,1.01,22,33,8,38,8.9
ICICIGI.NS,UNKNOWN,1948.9000244140625,0.698,1.0,0.392,3,8,20,54.48,31.56,1.28,20,19,10,62,7.8
ICICIBANK.NS,BANKING,1418.699951171875,0.707,0.5,0.423,2,18,63,57.04,42.56,0.61,46,55,24,115,20.1
JUSTDIAL.NS,UNKNOWN,896.9000244140625,0.631,0.75,0.436,0,18,13,47.06,9.13,1.47,22,37,10,73,12.2
M&MFIN.NS,UNKNOWN,255.30755615234375,0.608,0.5,0.359,0,26,41,46.82,6.98,0.57,45,71,20,125,19.4
JKTYRE.NS,UNKNOWN,375.79998779296875,0.635,0.5,0.451,0,52,53,58.88,42.35,0.46,38,65,15,125,20.1
LTF.NS,UNKNOWN,199.77999877929688,0.621,0.5,0.403,0,21,32,67.58,67.38,0.76,36,56,14,87,14.0
CHALET.NS,UNKNOWN,922.25,0.564,0.75,0.412,0,7,21,57.81,64.65,1.8,13,19,4,45,6.5
NTPC.NS,ENERGY,342.6499938964844,0.818,0.5,0.392,6,22,37,50.1,43.37,0.49,39,58,20,117,20.1
MARUTI.NS,AUTO,12476.0,0.816,0.5,0.387,7,21,65,53.74,25.42,0.47,50,67,28,86,20.1
BEML.NS,UNKNOWN,4547.2001953125,0.639,0.5,0.464,0,49,57,64.01,88.33,0.5,42,69,18,106,20.1
IDFCFIRSTB.NS,UNKNOWN,73.4800033569336,0.657,0.5,0.39,1,15,17,60.68,15.08,0.58,14,37,15,49,9.8
NESTLEIND.NS,FMCG,2449.10009765625,0.813,0.5,0.378,11,24,41,58.67,14.9,0.67,34,57,26,91,20.1
TATAMOTORS.NS,AUTO,681.7000122070312,0.664,0.5,0.415,1,45,60,45.45,7.67,0.43,37,61,35,115,20.1
ARVINDFASN.NS,UNKNOWN,493.1499938964844,0.609,0.75,0.365,0,18,16,56.68,30.32,1.46,3,21,2,42,6.4
BAYERCROP.NS,UNKNOWN,6354.5,0.74,0.5,0.4,3,20,30,64.79,27.64,0.55,36,52,10,103,15.6
TRENT.NS,UNKNOWN,5417.5,0.639,0.5,0.462,0,19,67,47.06,75.3,0.42,55,56,16,115,20.1
INFIBEAM.NS,UNKNOWN,16.190000534057617,0.59,0.25,0.299,0,17,21,38.54,-23.75,0.67,22,28,6,52,9.3
